Mod:Item:MetaData, Localized Name
xtones:fort:10, Fort 11
xtones:fort:11, Fort 12
xtones:fort:12, Fort 13
xtones:fort:13, Fort 14
xtones:fort:14, Fort 15
xtones:fort:15, Fort 16
xtones:glaxx:0, Glaxx 1
xtones:glaxx:1, Glaxx 2
xtones:glaxx:2, Glaxx 3
xtones:glaxx:3, Glaxx 4
xtones:glaxx:4, Glaxx 5
xtones:glaxx:5, Glaxx 6
xtones:glaxx:6, Glaxx 7
xtones:glaxx:7, Glaxx 8
xtones:glaxx:8, Glaxx 9
xtones:glaxx:9, Glaxx 10
xtones:glaxx:10, Glaxx 11
xtones:glaxx:11, Glaxx 12
xtones:glaxx:12, Glaxx 13
xtones:glaxx:13, Glaxx 14
xtones:glaxx:14, Glaxx 15
xtones:glaxx:15, Glaxx 16
xtones:iszm:0, Iszm 1
xtones:iszm:1, Iszm 2
xtones:iszm:2, Iszm 3
xtones:iszm:3, Iszm 4
xtones:iszm:4, Iszm 5
xtones:iszm:5, Iszm 6
xtones:iszm:6, Iszm 7
xtones:iszm:7, Iszm 8
xtones:iszm:8, Iszm 9
xtones:iszm:9, Iszm 10
xtones:iszm:10, Iszm 11
xtones:iszm:11, Iszm 12
xtones:iszm:12, Iszm 13
xtones:iszm:13, Iszm 14
xtones:iszm:14, Iszm 15
xtones:iszm:15, Iszm 16
xtones:jelt:0, Jelt 1
xtones:jelt:1, Jelt 2
xtones:jelt:2, Jelt 3
xtones:jelt:3, Jelt 4
xtones:jelt:4, Jelt 5
xtones:jelt:5, Jelt 6
xtones:jelt:6, Jelt 7
xtones:jelt:7, Jelt 8
xtones:jelt:8, Jelt 9
xtones:jelt:9, Jelt 10
xtones:jelt:10, Jelt 11
xtones:jelt:11, Jelt 12
xtones:jelt:12, Jelt 13
xtones:jelt:13, Jelt 14
xtones:jelt:14, Jelt 15
xtones:jelt:15, Jelt 16
xtones:korp:0, Korp 1
xtones:korp:1, Korp 2
xtones:korp:2, Korp 3
xtones:korp:3, Korp 4
xtones:korp:4, Korp 5
xtones:korp:5, Korp 6
xtones:korp:6, Korp 7
xtones:korp:7, Korp 8
xtones:korp:8, Korp 9
xtones:korp:9, Korp 10
xtones:korp:10, Korp 11
xtones:korp:11, Korp 12
xtones:korp:12, Korp 13
xtones:korp:13, Korp 14
xtones:korp:14, Korp 15
xtones:korp:15, Korp 16
xtones:kryp:0, Kryp 1
xtones:kryp:1, Kryp 2
xtones:kryp:2, Kryp 3
xtones:kryp:3, Kryp 4
xtones:kryp:4, Kryp 5
xtones:kryp:5, Kryp 6
xtones:kryp:6, Kryp 7
xtones:kryp:7, Kryp 8
xtones:kryp:8, Kryp 9
xtones:kryp:9, Kryp 10
xtones:kryp:10, Kryp 11
xtones:kryp:11, Kryp 12
xtones:kryp:12, Kryp 13
xtones:kryp:13, Kryp 14
xtones:kryp:14, Kryp 15
xtones:kryp:15, Kryp 16
xtones:lair:0, Lair 1
xtones:lair:1, Lair 2
xtones:lair:2, Lair 3
xtones:lair:3, Lair 4
xtones:lair:4, Lair 5
xtones:lair:5, Lair 6
xtones:lair:6, Lair 7
xtones:lair:7, Lair 8
xtones:lair:8, Lair 9
xtones:lair:9, Lair 10
xtones:lair:10, Lair 11
xtones:lair:11, Lair 12
xtones:lair:12, Lair 13
xtones:lair:13, Lair 14
xtones:lair:14, Lair 15
xtones:lair:15, Lair 16
xtones:lave:0, Lave 1
xtones:lave:1, Lave 2
xtones:lave:2, Lave 3
xtones:lave:3, Lave 4
xtones:lave:4, Lave 5
xtones:lave:5, Lave 6
xtones:lave:6, Lave 7
xtones:lave:7, Lave 8
xtones:lave:8, Lave 9
xtones:lave:9, Lave 10
xtones:lave:10, Lave 11
xtones:lave:11, Lave 12
xtones:lave:12, Lave 13
xtones:lave:13, Lave 14
xtones:lave:14, Lave 15
xtones:lave:15, Lave 16
xtones:mint:0, Mint 1
xtones:mint:1, Mint 2
xtones:mint:2, Mint 3
xtones:mint:3, Mint 4
xtones:mint:4, Mint 5
xtones:mint:5, Mint 6
xtones:mint:6, Mint 7
xtones:mint:7, Mint 8
xtones:mint:8, Mint 9
xtones:mint:9, Mint 10
xtones:mint:10, Mint 11
xtones:mint:11, Mint 12
xtones:mint:12, Mint 13
xtones:mint:13, Mint 14
xtones:mint:14, Mint 15
xtones:mint:15, Mint 16
xtones:myst:0, Myst 1
xtones:myst:1, Myst 2
xtones:myst:2, Myst 3
xtones:myst:3, Myst 4
xtones:myst:4, Myst 5
xtones:myst:5, Myst 6
xtones:myst:6, Myst 7
xtones:myst:7, Myst 8
xtones:myst:8, Myst 9
xtones:myst:9, Myst 10
xtones:myst:10, Myst 11
xtones:myst:11, Myst 12
xtones:myst:12, Myst 13
xtones:myst:13, Myst 14
xtones:myst:14, Myst 15
xtones:myst:15, Myst 16
xtones:reds:0, Reds 1
xtones:reds:1, Reds 2
xtones:reds:2, Reds 3
xtones:reds:3, Reds 4
xtones:reds:4, Reds 5
xtones:reds:5, Reds 6
xtones:reds:6, Reds 7
xtones:reds:7, Reds 8
xtones:reds:8, Reds 9
xtones:reds:9, Reds 10
xtones:reds:10, Reds 11
xtones:reds:11, Reds 12
xtones:reds:12, Reds 13
xtones:reds:13, Reds 14
xtones:reds:14, Reds 15
xtones:reds:15, Reds 16
xtones:reed:0, Reed 1
xtones:reed:1, Reed 2
xtones:reed:2, Reed 3
xtones:reed:3, Reed 4
xtones:reed:4, Reed 5
xtones:reed:5, Reed 6
xtones:reed:6, Reed 7
xtones:reed:7, Reed 8
xtones:reed:8, Reed 9
xtones:reed:9, Reed 10
xtones:reed:10, Reed 11
xtones:reed:11, Reed 12
xtones:reed:12, Reed 13
xtones:reed:13, Reed 14
xtones:reed:14, Reed 15
xtones:reed:15, Reed 16
xtones:roen:0, Roen 1
xtones:roen:1, Roen 2
xtones:roen:2, Roen 3
xtones:roen:3, Roen 4
xtones:roen:4, Roen 5
xtones:roen:5, Roen 6
xtones:roen:6, Roen 7
xtones:roen:7, Roen 8
xtones:roen:8, Roen 9
xtones:roen:9, Roen 10
xtones:roen:10, Roen 11
xtones:roen:11, Roen 12
xtones:roen:12, Roen 13
xtones:roen:13, Roen 14
xtones:roen:14, Roen 15
xtones:roen:15, Roen 16
xtones:sols:0, Sols 1
xtones:sols:1, Sols 2
xtones:sols:2, Sols 3
xtones:sols:3, Sols 4
xtones:sols:4, Sols 5
xtones:sols:5, Sols 6
xtones:sols:6, Sols 7
xtones:sols:7, Sols 8
xtones:sols:8, Sols 9
xtones:sols:9, Sols 10
xtones:sols:10, Sols 11
xtones:sols:11, Sols 12
xtones:sols:12, Sols 13
xtones:sols:13, Sols 14
xtones:sols:14, Sols 15
xtones:sols:15, Sols 16
xtones:sync:0, Sync 1
xtones:sync:1, Sync 2
xtones:sync:2, Sync 3
xtones:sync:3, Sync 4
xtones:sync:4, Sync 5
xtones:sync:5, Sync 6
xtones:sync:6, Sync 7
xtones:sync:7, Sync 8
xtones:sync:8, Sync 9
xtones:sync:9, Sync 10
xtones:sync:10, Sync 11
xtones:sync:11, Sync 12
xtones:sync:12, Sync 13
xtones:sync:13, Sync 14
xtones:sync:14, Sync 15
xtones:sync:15, Sync 16
xtones:tank:0, Tank 1
xtones:tank:1, Tank 2
xtones:tank:2, Tank 3
xtones:tank:3, Tank 4
xtones:tank:4, Tank 5
xtones:tank:5, Tank 6
xtones:tank:6, Tank 7
xtones:tank:7, Tank 8
xtones:tank:8, Tank 9
xtones:tank:9, Tank 10
xtones:tank:10, Tank 11
xtones:tank:11, Tank 12
xtones:tank:12, Tank 13
xtones:tank:13, Tank 14
xtones:tank:14, Tank 15
xtones:tank:15, Tank 16
xtones:vect:0, Vect 1
xtones:vect:1, Vect 2
xtones:vect:2, Vect 3
xtones:vect:3, Vect 4
xtones:vect:4, Vect 5
xtones:vect:5, Vect 6
xtones:vect:6, Vect 7
xtones:vect:7, Vect 8
xtones:vect:8, Vect 9
xtones:vect:9, Vect 10
xtones:vect:10, Vect 11
xtones:vect:11, Vect 12
xtones:vect:12, Vect 13
xtones:vect:13, Vect 14
xtones:vect:14, Vect 15
xtones:vect:15, Vect 16
xtones:vena:0, Vena 1
xtones:vena:1, Vena 2
xtones:vena:2, Vena 3
xtones:vena:3, Vena 4
xtones:vena:4, Vena 5
xtones:vena:5, Vena 6
xtones:vena:6, Vena 7
xtones:vena:7, Vena 8
xtones:vena:8, Vena 9
xtones:vena:9, Vena 10
xtones:vena:10, Vena 11
xtones:vena:11, Vena 12
xtones:vena:12, Vena 13
xtones:vena:13, Vena 14
xtones:vena:14, Vena 15
xtones:vena:15, Vena 16
xtones:zane:0, Zane 1
xtones:zane:1, Zane 2
xtones:zane:2, Zane 3
xtones:zane:3, Zane 4
xtones:zane:4, Zane 5
xtones:zane:5, Zane 6
xtones:zane:6, Zane 7
xtones:zane:7, Zane 8
xtones:zane:8, Zane 9
xtones:zane:9, Zane 10
xtones:zane:10, Zane 11
xtones:zane:11, Zane 12
xtones:zane:12, Zane 13
xtones:zane:13, Zane 14
xtones:zane:14, Zane 15
xtones:zane:15, Zane 16
xtones:zech:0, Zech 1
xtones:zech:1, Zech 2
xtones:zech:2, Zech 3
xtones:zech:3, Zech 4
xtones:zech:4, Zech 5
xtones:zech:5, Zech 6
xtones:zech:6, Zech 7
xtones:zech:7, Zech 8
xtones:zech:8, Zech 9
xtones:zech:9, Zech 10
xtones:zech:10, Zech 11
xtones:zech:11, Zech 12
xtones:zech:12, Zech 13
xtones:zech:13, Zech 14
xtones:zech:14, Zech 15
xtones:zech:15, Zech 16
xtones:zest:0, Zest 1
xtones:zest:1, Zest 2
xtones:zest:2, Zest 3
xtones:zest:3, Zest 4
xtones:zest:4, Zest 5
xtones:zest:5, Zest 6
xtones:zest:6, Zest 7
xtones:zest:7, Zest 8
xtones:zest:8, Zest 9
xtones:zest:9, Zest 10
xtones:zest:10, Zest 11
xtones:zest:11, Zest 12
xtones:zest:12, Zest 13
xtones:zest:13, Zest 14
xtones:zest:14, Zest 15
xtones:zest:15, Zest 16
xtones:zeta:0, Zeta 1
xtones:zeta:1, Zeta 2
xtones:zeta:2, Zeta 3
xtones:zeta:3, Zeta 4
xtones:zeta:4, Zeta 5
xtones:zeta:5, Zeta 6
xtones:zeta:6, Zeta 7
xtones:zeta:7, Zeta 8
xtones:zeta:8, Zeta 9
xtones:zeta:9, Zeta 10
xtones:zeta:10, Zeta 11
xtones:zeta:11, Zeta 12
xtones:zeta:12, Zeta 13
xtones:zeta:13, Zeta 14
xtones:zeta:14, Zeta 15
xtones:zeta:15, Zeta 16
xtones:zion:0, Zion 1
xtones:zion:1, Zion 2
xtones:zion:2, Zion 3
xtones:zion:3, Zion 4
xtones:zion:4, Zion 5
xtones:zion:5, Zion 6
xtones:zion:6, Zion 7
xtones:zion:7, Zion 8
xtones:zion:8, Zion 9
xtones:zion:9, Zion 10
xtones:zion:10, Zion 11
xtones:zion:11, Zion 12
xtones:zion:12, Zion 13
xtones:zion:13, Zion 14
xtones:zion:14, Zion 15
xtones:zion:15, Zion 16
xtones:zkul:0, Zkul 1
xtones:zkul:1, Zkul 2
xtones:zkul:2, Zkul 3
xtones:zkul:3, Zkul 4
xtones:zkul:4, Zkul 5
xtones:zkul:5, Zkul 6
xtones:zkul:6, Zkul 7
xtones:zkul:7, Zkul 8
xtones:zkul:8, Zkul 9
xtones:zkul:9, Zkul 10
xtones:zkul:10, Zkul 11
xtones:zkul:11, Zkul 12
xtones:zkul:12, Zkul 13
xtones:zkul:13, Zkul 14
xtones:zkul:14, Zkul 15
xtones:zkul:15, Zkul 16
xtones:zoea:0, Zoea 1
xtones:zoea:1, Zoea 2
xtones:zoea:2, Zoea 3
xtones:zoea:3, Zoea 4
xtones:zoea:4, Zoea 5
xtones:zoea:5, Zoea 6
xtones:zoea:6, Zoea 7
xtones:zoea:7, Zoea 8
xtones:zoea:8, Zoea 9
xtones:zoea:9, Zoea 10
xtones:zoea:10, Zoea 11
xtones:zoea:11, Zoea 12
xtones:zoea:12, Zoea 13
xtones:zoea:13, Zoea 14
xtones:zoea:14, Zoea 15
xtones:zoea:15, Zoea 16
xtones:zome:0, Zome 1
xtones:zome:1, Zome 2
xtones:zome:2, Zome 3
xtones:zome:3, Zome 4
xtones:zome:4, Zome 5
xtones:zome:5, Zome 6
xtones:zome:6, Zome 7
xtones:zome:7, Zome 8
xtones:zome:8, Zome 9
xtones:zome:9, Zome 10
xtones:zome:10, Zome 11
xtones:zome:11, Zome 12
xtones:zome:12, Zome 13
xtones:zome:13, Zome 14
xtones:zome:14, Zome 15
xtones:zome:15, Zome 16
xtones:zone:0, Zone 1
xtones:zone:1, Zone 2
xtones:zone:2, Zone 3
xtones:zone:3, Zone 4
xtones:zone:4, Zone 5
xtones:zone:5, Zone 6
xtones:zone:6, Zone 7
xtones:zone:7, Zone 8
xtones:zone:8, Zone 9
xtones:zone:9, Zone 10
xtones:zone:10, Zone 11
xtones:zone:11, Zone 12
xtones:zone:12, Zone 13
xtones:zone:13, Zone 14
xtones:zone:14, Zone 15
xtones:zone:15, Zone 16
xtones:zorg:0, Zorg 1
xtones:zorg:1, Zorg 2
xtones:zorg:2, Zorg 3
xtones:zorg:3, Zorg 4
xtones:zorg:4, Zorg 5
xtones:zorg:5, Zorg 6
xtones:zorg:6, Zorg 7
xtones:zorg:7, Zorg 8
xtones:zorg:8, Zorg 9
xtones:zorg:9, Zorg 10
xtones:zorg:10, Zorg 11
xtones:zorg:11, Zorg 12
xtones:zorg:12, Zorg 13
xtones:zorg:13, Zorg 14
xtones:zorg:14, Zorg 15
xtones:zorg:15, Zorg 16
xtones:ztyl:0, Ztyl 1
xtones:ztyl:1, Ztyl 2
xtones:ztyl:2, Ztyl 3
xtones:ztyl:3, Ztyl 4
xtones:ztyl:4, Ztyl 5
xtones:ztyl:5, Ztyl 6
xtones:ztyl:6, Ztyl 7
xtones:ztyl:7, Ztyl 8
xtones:ztyl:8, Ztyl 9
xtones:ztyl:9, Ztyl 10
xtones:ztyl:10, Ztyl 11
xtones:ztyl:11, Ztyl 12
xtones:ztyl:12, Ztyl 13
xtones:ztyl:13, Ztyl 14
xtones:ztyl:14, Ztyl 15
xtones:ztyl:15, Ztyl 16
xtones:zyth:0, Zyth 1
xtones:zyth:1, Zyth 2
xtones:zyth:2, Zyth 3
xtones:zyth:3, Zyth 4
xtones:zyth:4, Zyth 5
xtones:zyth:5, Zyth 6
xtones:zyth:6, Zyth 7
xtones:zyth:7, Zyth 8
xtones:zyth:8, Zyth 9
xtones:zyth:9, Zyth 10
xtones:zyth:10, Zyth 11
xtones:zyth:11, Zyth 12
xtones:zyth:12, Zyth 13
xtones:zyth:13, Zyth 14
xtones:zyth:14, Zyth 15
xtones:zyth:15, Zyth 16
yabba:item_barrel, 储物桶
yabba:item_barrel_connector, 储物桶连接器
yabba:antibarrel, 奇异桶
yabba:decorative_block, 装饰方块
yabba:upgrade_blank, 空白桶升级
yabba:upgrade_iron_tier, 铁升级
yabba:upgrade_gold_tier, 金升级
yabba:upgrade_diamond_tier, 钻石升级
yabba:upgrade_star_tier, 无限容量升级
yabba:upgrade_creative, 创造模式升级
yabba:upgrade_obsidian_shell, 黑曜石外壳升级
yabba:upgrade_redstone_out, 红石信号升级
yabba:upgrade_hopper, 漏斗升级
yabba:upgrade_void, 虚无升级
yabba:upgrade_pickup, 收集物品升级
yabba:upgrade_smelting, Item Smelting
yabba:hammer, 桶锤
yabba:painter, 桶刷
yabba:wrench, Barrel Wrench
solcarrot:food_book, 食物清单
base:wrench, 扳手
mujmajnkraftsbettersurvival:itemsmallshield, Round Shield
mujmajnkraftsbettersurvival:itemcrossbow, Crossbow
mujmajnkraftsbettersurvival:itembigshield, Big Shield
mujmajnkraftsbettersurvival:itemwoodhammer, Wooden Hammer
mujmajnkraftsbettersurvival:itemstonehammer, Stone Hammer
mujmajnkraftsbettersurvival:itemironhammer, Iron Hammer
mujmajnkraftsbettersurvival:itemdiamondhammer, Diamond Hammer
mujmajnkraftsbettersurvival:itemgoldhammer, Golden Hammer
mujmajnkraftsbettersurvival:itemcopperhammer, Copper Hammer
mujmajnkraftsbettersurvival:itembronzehammer, Bronze Hammer
mujmajnkraftsbettersurvival:iteminvarhammer, Invar Hammer
mujmajnkraftsbettersurvival:itemsilverhammer, Silver Hammer
mujmajnkraftsbettersurvival:itemelectrumhammer, Electrum Hammer
mujmajnkraftsbettersurvival:itemaluminiumhammer, Aluminium Hammer
mujmajnkraftsbettersurvival:itemsteelhammer, Steel Hammer
mujmajnkraftsbettersurvival:itemsignalumhammer, Signalum Hammer
mujmajnkraftsbettersurvival:itemlumiumhammer, Lumium Hammer
mujmajnkraftsbettersurvival:itemenderiumhammer, Enderium Hammer
mujmajnkraftsbettersurvival:itemdragonbonehammer, Dragon Bone Hammer
mujmajnkraftsbettersurvival:itemjunglechitinhammer, Jungle Myrmex Chitin Hammer
mujmajnkraftsbettersurvival:itemdesertchitinhammer, Desert Myrmex Chitin Hammer
mujmajnkraftsbettersurvival:itemwoodspear, Wooden Spear
mujmajnkraftsbettersurvival:itemstonespear, Stone Spear
mujmajnkraftsbettersurvival:itemironspear, Iron Spear
mujmajnkraftsbettersurvival:itemdiamondspear, Diamond Spear
mujmajnkraftsbettersurvival:itemgoldspear, Golden Spear
mujmajnkraftsbettersurvival:itemcopperspear, Copper Spear
mujmajnkraftsbettersurvival:itembronzespear, Bronze Spear
mujmajnkraftsbettersurvival:iteminvarspear, Invar Spear
mujmajnkraftsbettersurvival:itemsilverspear, Silver Spear
mujmajnkraftsbettersurvival:itemelectrumspear, Electrum Spear
mujmajnkraftsbettersurvival:itemaluminiumspear, Aluminium Spear
mujmajnkraftsbettersurvival:itemsteelspear, Steel Spear
mujmajnkraftsbettersurvival:itemsignalumspear, Signalum Spear
mujmajnkraftsbettersurvival:itemlumiumspear, Lumium Spear
mujmajnkraftsbettersurvival:itemenderiumspear, Enderium Spear
mujmajnkraftsbettersurvival:itemdragonbonespear, Dragon Bone Spear
mujmajnkraftsbettersurvival:itemjunglechitinspear, Jungle Myrmex Chitin Spear
mujmajnkraftsbettersurvival:itemdesertchitinspear, Desert Myrmex Chitin Spear
mujmajnkraftsbettersurvival:itemwoodbattleaxe, Wooden Battle Axe
mujmajnkraftsbettersurvival:itemstonebattleaxe, Stone Battle Axe
mujmajnkraftsbettersurvival:itemironbattleaxe, Iron Battle Axe
mujmajnkraftsbettersurvival:itemdiamondbattleaxe, Diamond Battle Axe
mujmajnkraftsbettersurvival:itemgoldbattleaxe, Golden Battle Axe
mujmajnkraftsbettersurvival:itemcopperbattleaxe, Copper Battle Axe
mujmajnkraftsbettersurvival:itembronzebattleaxe, Bronze Battle Axe
mujmajnkraftsbettersurvival:iteminvarbattleaxe, Invar Battle Axe
mujmajnkraftsbettersurvival:itemsilverbattleaxe, Silver Battle Axe
mujmajnkraftsbettersurvival:itemelectrumbattleaxe, Electrum Battle Axe
mujmajnkraftsbettersurvival:itemaluminiumbattleaxe, Aluminium Battle Axe
mujmajnkraftsbettersurvival:itemsteelbattleaxe, Steel Battle Axe
mujmajnkraftsbettersurvival:itemsignalumbattleaxe, Signalum Battle Axe
mujmajnkraftsbettersurvival:itemlumiumbattleaxe, Lumium Battle Axe
mujmajnkraftsbettersurvival:itemenderiumbattleaxe, Enderium Battle Axe
mujmajnkraftsbettersurvival:itemdragonbonebattleaxe, Dragon Bone Battle Axe
mujmajnkraftsbettersurvival:itemjunglechitinbattleaxe, Jungle Myrmex Chitin Battle Axe
mujmajnkraftsbettersurvival:itemdesertchitinbattleaxe, Desert Myrmex Chitin Battle Axe
mujmajnkraftsbettersurvival:itemwooddagger, Wooden Dagger
mujmajnkraftsbettersurvival:itemstonedagger, Stone Dagger
mujmajnkraftsbettersurvival:itemirondagger, Iron Dagger
mujmajnkraftsbettersurvival:itemdiamonddagger, Diamond Dagger
mujmajnkraftsbettersurvival:itemgolddagger, Golden Dagger
mujmajnkraftsbettersurvival:itemcopperdagger, Copper Dagger
mujmajnkraftsbettersurvival:itembronzedagger, Bronze Dagger
mujmajnkraftsbettersurvival:iteminvardagger, Invar Dagger
mujmajnkraftsbettersurvival:itemsilverdagger, Silver Dagger
mujmajnkraftsbettersurvival:itemelectrumdagger, Electrum Dagger
mujmajnkraftsbettersurvival:itemaluminiumdagger, Aluminium Dagger
mujmajnkraftsbettersurvival:itemsteeldagger, Steel Dagger
mujmajnkraftsbettersurvival:itemsignalumdagger, Signalum Dagger
mujmajnkraftsbettersurvival:itemlumiumdagger, Lumium Dagger
mujmajnkraftsbettersurvival:itemenderiumdagger, Enderium Dagger
mujmajnkraftsbettersurvival:itemdragonbonedagger, Dragon Bone Dagger
mujmajnkraftsbettersurvival:itemjunglechitindagger, Jungle Myrmex Chitin Dagger
mujmajnkraftsbettersurvival:itemdesertchitindagger, Desert Myrmex Chitin Dagger
mujmajnkraftsbettersurvival:itemwoodnunchaku, Wooden Nunchaku
mujmajnkraftsbettersurvival:itemstonenunchaku, Stone Nunchaku
mujmajnkraftsbettersurvival:itemironnunchaku, Iron Nunchaku
mujmajnkraftsbettersurvival:itemdiamondnunchaku, Diamond Nunchaku
mujmajnkraftsbettersurvival:itemgoldnunchaku, Golden Nunchaku
mujmajnkraftsbettersurvival:itemcoppernunchaku, Copper Nunchaku
mujmajnkraftsbettersurvival:itembronzenunchaku, Bronze Nunchaku
mujmajnkraftsbettersurvival:iteminvarnunchaku, Invar Nunchaku
mujmajnkraftsbettersurvival:itemsilvernunchaku, Silver Nunchaku
mujmajnkraftsbettersurvival:itemelectrumnunchaku, Electrum Nunchaku
mujmajnkraftsbettersurvival:itemaluminiumnunchaku, Aluminium Nunchaku
mujmajnkraftsbettersurvival:itemsteelnunchaku, Steel Nunchaku
mujmajnkraftsbettersurvival:itemsignalumnunchaku, Signalum Nunchaku
mujmajnkraftsbettersurvival:itemlumiumnunchaku, Lumium Nunchaku
mujmajnkraftsbettersurvival:itemenderiumnunchaku, Enderium Nunchaku
mujmajnkraftsbettersurvival:itemdragonbonenunchaku, Dragon Bone Nunchaku
mujmajnkraftsbettersurvival:itemjunglechitinnunchaku, Jungle Myrmex Chitin Nunchaku
mujmajnkraftsbettersurvival:itemdesertchitinnunchaku, Desert Myrmex Chitin Nunchaku
